request_status,date_received,date_completed,suburb,category,service_desc,days_to_complete,calc_days
CLOSED,2016-02-06,2016-02-10,North Melbourne,Parks and Trees,Condition of Assets in Parks,4,4
CLOSED,2015-11-09,2015-11-24,West Melbourne,Graffiti,Graffiti Removal,15,15
CLOSED,2016-08-19,2016-08-24,NA,Graffiti,Graffiti Removal,5,5
CLOSED,2016-07-08,2016-07-18,Melbourne,Graffiti,Graffiti Removal,10,10
CLOSED,2016-08-01,2016-08-11,East Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,10,10
CLOSED,2016-09-03,2016-09-05,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,2,2
CLOSED,2016-07-18,2016-08-15,Kensington,Parks and Trees,Tree Maintenance Services,28,28
CLOSED,2016-08-08,2016-08-19,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,11,11
CLOSED,2016-07-15,2016-08-17,NA,Asset maintenance,Street Maintenance,33,33
CLOSED,2016-08-11,2016-08-17,NA,Asset maintenance,Street Lighting Maintenance,6,6
CLOSED,2016-07-30,2016-08-03,NA,Roads and Traffic,Road and Footpath Maintenance,4,4
CLOSED,2016-07-11,2016-07-12,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1,1
CLOSED,2016-06-13,2016-07-05,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,22,22
CLOSED,2016-06-20,2016-06-29,NA,"Waste, Street Cleaning and Litter",Waste collection services,9,9
CLOSED,2016-07-25,2016-08-03,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,9,9
CLOSED,2016-06-23,2016-07-12,NA,Roads and Traffic,Road and Footpath Maintenance,19,19
CLOSED,2016-07-18,2016-07-19,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-08-24,2016-09-01,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,8,8
CLOSED,2016-07-12,2016-07-20,South Yarra,Parks and Trees,Tree Maintenance Services,8,8
CLOSED,2016-07-05,2016-07-13,NA,Roads and Traffic,Drain Maintenance,8,8
CLOSED,2016-08-29,2016-09-02,Melbourne,Graffiti,Graffiti Removal,4,4
CLOSED,2016-07-14,2016-07-26,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,12,12
CLOSED,2016-08-16,2016-08-16,Carlton,Asset maintenance,Public Toilets,0,0
CLOSED,2016-08-24,2016-08-30,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,6,6
CLOSED,2016-08-22,2016-08-26,NA,Graffiti,Graffiti Removal,4,4
CLOSED,2016-07-21,2016-08-31,Melbourne,Graffiti,Graffiti Removal,41,41
CLOSED,2016-08-11,2016-08-22,NA,Roads and Traffic,Traffic Management,11,11
CLOSED,2016-07-12,2016-07-12,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,0,0
CLOSED,2016-08-02,2016-08-25,South Yarra,Parks and Trees,Condition of Assets in Parks,23,23
CLOSED,2016-02-06,2016-02-10,Melbourne,Graffiti,Graffiti Removal,4,4
CLOSED,2015-03-13,2015-03-19,Carlton,Roads and Traffic,Drain Maintenance,6,6
CLOSED,2015-12-31,2016-01-07,Parkville,Graffiti,Graffiti Removal,7,7
CLOSED,2015-11-25,2015-11-27,Carlton North,Graffiti,Graffiti Removal,2,2
CLOSED,2015-03-27,2015-04-28,Parkville,Parks and Trees,Lawns and Irrigation,32,32
CLOSED,2015-04-02,2015-04-13,Melbourne,Parks and Trees,Condition of Assets in Parks,11,11
CLOSED,2015-04-14,2015-05-19,Carlton North,Asset maintenance,Street Lighting Maintenance,35,35
CLOSED,2016-06-02,2016-06-07,East Melbourne,Roads and Traffic,Road and Footpath Maintenance,5,5
CLOSED,2016-06-03,2016-06-06,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-06-22,2016-06-23,Southbank,Parks and Trees,Lawns and Irrigation,1,1
CLOSED,2016-06-02,2016-06-06,Carlton,Roads and Traffic,Road and Footpath Maintenance,4,4
CLOSED,2016-10-07,2016-10-10,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,3,3
CLOSED,2016-05-18,2016-05-24,Carlton,Graffiti,Graffiti Removal,6,6
CLOSED,2016-05-08,2016-05-09,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-05-04,2016-05-06,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2016-04-18,2016-04-22,Parkville,Graffiti,Graffiti Removal,4,4
CLOSED,2015-01-09,2015-02-10,Southbank,Parks and Trees,Park Cleaning,32,32
CLOSED,2015-01-06,2015-01-08,South Yarra,"Waste, Street Cleaning and Litter",Missing Bin,2,2
CLOSED,2015-07-24,2015-07-24,Southbank,Parks and Trees,Lawns and Irrigation,0,0
CLOSED,2015-01-23,2015-01-27,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4,4
CLOSED,2015-06-17,2015-06-24,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,7,7
CLOSED,2016-02-11,2016-02-17,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,6,6
CLOSED,2016-06-18,2016-06-20,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,2,2
CLOSED,2015-01-21,2015-01-21,NA,Parking,Parking Meter Service,0,0
CLOSED,2015-01-12,2015-01-13,NA,Parks and Trees,Condition of Assets in Parks,1,1
CLOSED,2015-01-16,2015-01-29,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,13,13
CLOSED,2015-01-20,2015-02-23,NA,Parks and Trees,Tree Maintenance Services,34,34
CLOSED,2014-12-16,2014-12-17,NA,Roads and Traffic,Road and Footpath Maintenance,1,1
CLOSED,2015-01-28,2015-01-30,NA,Asset maintenance,Street Lighting Maintenance,2,2
CLOSED,2014-12-06,2014-12-08,NA,Roads and Traffic,Drain Maintenance,2,2
CLOSED,2014-12-08,2014-12-19,NA,Parks and Trees,Tree Maintenance Services,11,11
CLOSED,2014-12-10,2014-12-11,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,1,1
CLOSED,2015-01-29,2015-07-03,NA,Roads and Traffic,Road and Footpath Maintenance,155,155
CLOSED,2014-11-10,2015-01-13,NA,Parking,Parking Meter Service,64,64
CLOSED,2016-03-14,2016-03-18,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,4,4
CLOSED,2016-03-17,2016-03-22,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,5,5
CLOSED,2016-02-01,2016-02-02,NA,Asset maintenance,Street Lighting Maintenance,1,1
CLOSED,2016-01-25,2016-01-29,NA,Graffiti,Graffiti Removal,4,4
CLOSED,2016-01-25,2016-01-28,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,3,3
CLOSED,2016-01-28,2016-02-02,NA,Roads and Traffic,Road and Footpath Maintenance,5,5
CLOSED,2016-03-28,2016-03-29,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,1,1
CLOSED,2016-03-21,2016-04-01,NA,Roads and Traffic,Traffic Management,11,11
CLOSED,2016-03-16,2016-06-17,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,93,93
CLOSED,2016-03-22,2016-03-30,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,8,8
CLOSED,2016-07-01,2016-07-04,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3,3
CLOSED,2016-08-25,2016-08-31,NA,Parks and Trees,Tree Maintenance Services,6,6
CLOSED,2016-07-07,2016-07-21,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,14,14
CLOSED,2016-07-05,2016-07-05,NA,"Waste, Street Cleaning and Litter",Damaged Bins,0,0
CLOSED,2016-08-12,2016-08-18,East Melbourne,Graffiti,Graffiti Removal,6,6
CLOSED,2016-08-01,2016-08-15,NA,Graffiti,Graffiti Removal,14,14
CLOSED,2016-07-19,2016-07-20,NA,Roads and Traffic,Road and Footpath Maintenance,1,1
CLOSED,2016-06-30,2016-08-02,NA,Asset maintenance,Street Maintenance,33,33
CLOSED,2016-07-08,2016-07-15,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,7,7
CLOSED,2016-07-01,2016-07-04,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-09-04,2016-09-06,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2016-07-21,2016-07-28,Port Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7,7
CLOSED,2016-07-11,2016-07-21,NA,Graffiti,Graffiti Removal,10,10
CLOSED,2016-08-25,2016-08-31,Port Melbourne,Parks and Trees,Tree Maintenance Services,6,6
CLOSED,2016-06-15,2016-07-13,East Melbourne,Parks and Trees,Tree Maintenance Services,28,28
CLOSED,2016-08-08,2016-08-16,NA,Asset maintenance,Street Lighting Maintenance,8,8
CLOSED,2016-07-13,2016-08-10,Kensington,Parks and Trees,Lawns and Irrigation,28,28
CLOSED,2016-07-26,2016-08-01,Parkville,Graffiti,Graffiti Removal,6,6
CLOSED,2016-06-16,2016-07-06,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,20,20
CLOSED,2016-06-15,2016-06-30,NA,Graffiti,Graffiti Removal,15,15
CLOSED,2016-07-19,2016-07-27,NA,Graffiti,Graffiti Removal,8,8
CLOSED,2016-06-16,2016-06-30,NA,Parks and Trees,Tree Maintenance Services,14,14
CLOSED,2016-07-11,2016-07-19,Carlton,Graffiti,Graffiti Removal,8,8
CLOSED,2016-07-01,2016-07-06,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,5,5
CLOSED,2016-08-17,2016-08-19,Parkville,"Waste, Street Cleaning and Litter",Missing Bin,2,2
CLOSED,2016-07-05,2016-07-06,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-07-01,2016-07-08,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7,7
CLOSED,2016-07-05,2016-07-07,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,2,2
CLOSED,2016-08-01,2016-09-02,NA,Asset maintenance,Street Maintenance,32,32
CLOSED,2014-12-19,2016-07-13,NA,Roads and Traffic,Traffic Management,572,572
CLOSED,2016-06-22,2016-06-28,NA,"Waste, Street Cleaning and Litter",Damaged Bins,6,6
CLOSED,2016-08-16,2016-09-05,NA,Graffiti,Graffiti Removal,20,20
CLOSED,2016-07-05,2016-07-12,NA,"Waste, Street Cleaning and Litter",Missing Bin,7,7
CLOSED,2016-07-12,2016-07-13,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,1,1
CLOSED,2016-06-27,2016-07-22,South Yarra,Parks and Trees,Condition of Assets in Parks,25,25
CLOSED,2016-07-01,2016-07-01,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,0,0
CLOSED,2016-08-23,2016-08-31,NA,Asset maintenance,Street Lighting Maintenance,8,8
CLOSED,2016-08-22,2016-08-25,NA,Roads and Traffic,Drain Maintenance,3,3
CLOSED,2016-07-25,2016-07-26,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-07-25,2016-07-29,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,4,4
CLOSED,2016-07-07,2016-07-12,NA,Asset maintenance,Street Maintenance,5,5
CLOSED,2016-08-30,2016-09-06,Carlton,Graffiti,Graffiti Removal,7,7
CLOSED,2016-08-22,2016-08-23,East Melbourne,Parks and Trees,Condition of Assets in Parks,1,1
CLOSED,2016-08-16,2016-08-24,NA,"Waste, Street Cleaning and Litter",Waste collection services,8,8
CLOSED,2016-08-30,2016-08-31,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,1,1
CLOSED,2016-08-31,2016-09-05,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5,5
CLOSED,2016-07-28,2016-08-08,NA,Graffiti,Graffiti Removal,11,11
CLOSED,2016-07-06,2016-07-12,Carlton,Parks and Trees,Lawns and Irrigation,6,6
CLOSED,2015-08-14,2016-07-22,NA,Parking,Parking Meter Service,343,343
CLOSED,2016-08-30,2016-09-01,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2016-07-25,2016-07-27,NA,Graffiti,Graffiti Removal,2,2
CLOSED,2016-08-11,2016-08-16,North Melbourne,Parks and Trees,Condition of Assets in Parks,5,5
CLOSED,2016-08-23,2016-09-06,NA,Roads and Traffic,Traffic Management,14,14
CLOSED,2016-08-30,2016-09-05,NA,Graffiti,Graffiti Removal,6,6
CLOSED,2016-07-22,2016-07-22,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,0,0
CLOSED,2016-08-01,2016-08-29,Carlton,Roads and Traffic,Road and Footpath Maintenance,28,28
CLOSED,2016-08-05,2016-08-08,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-09-03,2016-09-05,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,2,2
CLOSED,2016-08-08,2016-08-12,East Melbourne,Graffiti,Graffiti Removal,4,4
CLOSED,2016-06-28,2016-07-12,Kensington,Parks and Trees,Tree Maintenance Services,14,14
CLOSED,2016-07-29,2016-08-02,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,4,4
CLOSED,2016-08-14,2016-08-23,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,9,9
CLOSED,2016-06-28,2016-06-30,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,2,2
CLOSED,2016-08-17,2016-08-19,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2016-08-03,2016-08-10,Kensington,Graffiti,Graffiti Removal,7,7
CLOSED,2016-08-26,2016-08-29,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,3,3
CLOSED,2016-08-05,2016-08-10,Parkville,Graffiti,Graffiti Removal,5,5
CLOSED,2016-08-27,2016-08-28,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,1,1
CLOSED,2016-08-24,2016-08-27,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,3,3
CLOSED,2016-07-28,2016-08-16,South Yarra,Parks and Trees,Lawns and Irrigation,19,19
CLOSED,2016-08-08,2016-08-26,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,18,18
CLOSED,2016-08-08,2016-08-11,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-08-15,2016-08-16,Melbourne,Parks and Trees,Lawns and Irrigation,1,1
CLOSED,2016-08-27,2016-08-30,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,3,3
CLOSED,2016-07-29,2016-08-08,NA,Graffiti,Graffiti Removal,10,10
CLOSED,2016-08-14,2016-08-15,Melbourne,Asset maintenance,Public Toilets,1,1
CLOSED,2016-07-21,2016-08-31,NA,Graffiti,Graffiti Removal,41,41
CLOSED,2016-08-19,2016-08-30,Docklands,Graffiti,Graffiti Removal,11,11
CLOSED,2016-07-22,2016-08-11,Melbourne,Graffiti,Graffiti Removal,20,20
CLOSED,2016-08-14,2016-08-18,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,4,4
CLOSED,2016-07-21,2016-07-25,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,4,4
CLOSED,2016-08-13,2016-08-16,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-08-15,2016-09-03,NA,"Waste, Street Cleaning and Litter",Waste collection services,19,19
CLOSED,2016-07-13,2016-07-22,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,9,9
CLOSED,2016-08-25,2016-09-02,NA,Graffiti,Graffiti Removal,8,8
CLOSED,2016-07-01,2016-07-21,NA,Roads and Traffic,Road and Footpath Maintenance,20,20
CLOSED,2016-09-05,2016-09-05,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,0,0
CLOSED,2016-07-18,2016-07-21,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,3,3
CLOSED,2016-06-20,2016-07-12,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,22,22
CLOSED,2016-07-05,2016-08-11,NA,Asset maintenance,Street Maintenance,37,37
CLOSED,2016-07-25,2016-08-26,NA,Asset maintenance,Street Maintenance,32,32
CLOSED,2016-04-22,2016-08-03,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,103,103
CLOSED,2016-07-14,2016-08-03,Southbank,Parks and Trees,Lawns and Irrigation,20,20
CLOSED,2016-07-07,2016-07-08,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,1,1
CLOSED,2016-08-08,2016-08-26,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,18,18
CLOSED,2016-07-14,2016-07-18,NA,Parks and Trees,Tree Maintenance Services,4,4
CLOSED,2016-08-22,2016-08-23,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-07-18,2016-07-26,NA,Parks and Trees,Tree Maintenance Services,8,8
CLOSED,2016-05-27,2016-07-19,NA,Graffiti,Graffiti Removal,53,53
CLOSED,2016-07-12,2016-07-15,Melbourne,Roads and Traffic,Road and Footpath Maintenance,3,3
CLOSED,2016-08-08,2016-08-19,NA,Roads and Traffic,Traffic Management,11,11
CLOSED,2016-08-08,2016-08-16,NA,Graffiti,Graffiti Removal,8,8
CLOSED,2016-08-12,2016-08-18,NA,Graffiti,Graffiti Removal,6,6
CLOSED,2016-07-04,2016-07-07,Docklands,"Waste, Street Cleaning and Litter",Damaged Bins,3,3
CLOSED,2016-08-23,2016-08-26,NA,"Waste, Street Cleaning and Litter",Damaged Bins,3,3
CLOSED,2016-02-26,2016-07-18,NA,Graffiti,Graffiti Removal,143,143
CLOSED,2016-06-30,2016-07-04,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,4,4
CLOSED,2016-06-21,2016-07-13,NA,Asset maintenance,Street Lighting Maintenance,22,22
CLOSED,2016-08-31,2016-09-06,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,6,6
CLOSED,2016-08-30,2016-08-31,NA,Roads and Traffic,Road and Footpath Maintenance,1,1
CLOSED,2016-06-23,2016-07-07,NA,Graffiti,Graffiti Removal,14,14
CLOSED,2016-08-31,2016-09-09,NA,Roads and Traffic,Traffic Management,9,9
CLOSED,2016-08-19,2016-08-23,NA,"Waste, Street Cleaning and Litter",Missing Bin,4,4
CLOSED,2016-07-22,2016-07-22,NA,Parking,Parking Meter Service,0,0
CLOSED,2016-06-27,2016-08-29,Melbourne,Graffiti,Graffiti Removal,63,63
CLOSED,2016-08-23,2016-08-25,NA,Parks and Trees,Tree Maintenance Services,2,2
CLOSED,2016-08-25,2016-08-31,NA,"Waste, Street Cleaning and Litter",Damaged Bins,6,6
CLOSED,2016-09-06,2016-09-07,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-07-19,2016-07-26,NA,Graffiti,Graffiti Removal,7,7
CLOSED,2016-08-12,2016-08-18,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6,6
CLOSED,2016-06-27,2016-06-29,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2,2
CLOSED,2016-06-15,2016-06-28,Carlton,Graffiti,Graffiti Removal,13,13
CLOSED,2016-05-30,2016-07-13,NA,Parking,Parking Meter Service,44,44
CLOSED,2016-08-26,2016-08-29,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-07-13,2016-07-18,NA,Roads and Traffic,Road and Footpath Maintenance,5,5
CLOSED,2016-06-20,2016-06-28,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,8,8
CLOSED,2016-06-16,2016-07-01,West Melbourne,Parks and Trees,Lawns and Irrigation,15,15
CLOSED,2016-07-12,2016-07-19,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,7,7
CLOSED,2016-07-13,2016-07-21,North Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,8,8
CLOSED,2016-07-14,2016-07-26,NA,Parks and Trees,Tree Maintenance Services,12,12
CLOSED,2016-08-13,2016-08-13,NA,Parking,Parking Compliance Services,0,0
CLOSED,2016-07-25,2016-07-25,NA,Roads and Traffic,Drain Maintenance,0,0
CLOSED,2016-06-24,2016-07-04,Melbourne,Graffiti,Graffiti Removal,10,10
CLOSED,2016-07-22,2016-08-02,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,11,11
CLOSED,2016-09-01,2016-09-06,North Melbourne,Graffiti,Graffiti Removal,5,5
CLOSED,2016-07-08,2016-07-12,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,4,4
CLOSED,2016-09-01,2016-09-02,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,1,1
CLOSED,2016-08-26,2016-09-06,East Melbourne,Graffiti,Graffiti Removal,11,11
CLOSED,2016-09-01,2016-09-07,Melbourne,Graffiti,Graffiti Removal,6,6
CLOSED,2016-06-29,2016-07-18,Carlton,Graffiti,Graffiti Removal,19,19
CLOSED,2016-08-17,2016-08-17,Docklands,Parking,Parking Compliance Services,0,0
CLOSED,2016-08-31,2016-09-02,NA,Roads and Traffic,Traffic Management,2,2
CLOSED,2016-09-01,2016-09-01,NA,Parking,Parking Compliance Services,0,0
CLOSED,2016-08-08,2016-08-15,Melbourne,Graffiti,Graffiti Removal,7,7
CLOSED,2016-08-05,2016-08-08,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-08-19,2016-08-22,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3,3
CLOSED,2016-07-08,2016-07-21,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,13,13
CLOSED,2016-06-01,2016-07-02,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,31,31
CLOSED,2016-08-08,2016-08-25,Melbourne,Graffiti,Graffiti Removal,17,17
CLOSED,2016-08-03,2016-08-15,NA,Graffiti,Graffiti Removal,12,12
CLOSED,2016-08-04,2016-08-15,NA,"Waste, Street Cleaning and Litter",Waste collection services,11,11
CLOSED,2016-07-27,2016-08-01,NA,Roads and Traffic,Traffic Management,5,5
CLOSED,2016-04-14,2016-07-25,NA,Graffiti,Graffiti Removal,102,102
CLOSED,2016-06-07,2016-07-06,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,29,29
CLOSED,2016-08-04,2016-08-08,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,4,4
CLOSED,2016-05-27,2016-07-14,NA,Asset maintenance,Street Maintenance,48,48
CLOSED,2016-08-29,2016-08-31,Port Melbourne,Parks and Trees,Tree Maintenance Services,2,2
CLOSED,2016-08-31,2016-08-31,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,0,0
CLOSED,2016-08-30,2016-08-31,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1,1
CLOSED,2016-07-21,2016-07-29,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,8,8
CLOSED,2016-08-14,2016-08-18,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,4,4
CLOSED,2016-08-23,2016-08-24,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,1,1
CLOSED,2016-07-14,2016-07-26,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,12,12
CLOSED,2016-07-06,2016-07-06,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,0,0
CLOSED,2016-08-12,2016-09-07,Kensington,Parks and Trees,Tree Maintenance Services,26,26
CLOSED,2016-09-05,2016-09-06,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-07-01,2016-07-07,Parkville,Graffiti,Graffiti Removal,6,6
CLOSED,2016-08-09,2016-08-12,NA,Roads and Traffic,Drain Maintenance,3,3
CLOSED,2016-07-18,2016-07-19,NA,Roads and Traffic,Road and Footpath Maintenance,1,1
CLOSED,2016-07-06,2016-07-13,NA,Graffiti,Graffiti Removal,7,7
CLOSED,2016-07-25,2016-07-28,NA,Roads and Traffic,Road and Footpath Maintenance,3,3
CLOSED,2016-09-06,2016-09-07,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-07-06,2016-07-22,Melbourne,Parks and Trees,Condition of Assets in Parks,16,16
CLOSED,2016-07-29,2016-08-03,NA,"Waste, Street Cleaning and Litter",Waste collection services,5,5
CLOSED,2016-07-14,2016-07-26,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,12,12
CLOSED,2016-07-22,2016-07-28,Carlton North,Parks and Trees,Condition of Assets in Parks,6,6
CLOSED,2016-06-27,2016-07-08,West Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,11,11
CLOSED,2016-08-10,2016-08-11,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,1,1
CLOSED,2016-07-21,2016-07-28,NA,"Waste, Street Cleaning and Litter",Damaged Bins,7,7
CLOSED,2016-06-14,2016-07-18,North Melbourne,Parks and Trees,Tree Maintenance Services,34,34
CLOSED,2016-06-22,2016-06-28,Melbourne,Parks and Trees,Lawns and Irrigation,6,6
CLOSED,2016-08-19,2016-08-19,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,0,0
CLOSED,2016-06-22,2016-07-15,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,23,23
CLOSED,2016-06-29,2016-06-30,NA,Roads and Traffic,Drain Maintenance,1,1
CLOSED,2016-08-26,2016-08-26,Melbourne,"Waste, Street Cleaning and Litter",Syringe pick-up services,0,0
CLOSED,2016-07-29,2016-08-26,NA,Graffiti,Graffiti Removal,28,28
CLOSED,2016-08-04,2016-08-04,NA,Parking,Parking Compliance Services,0,0
CLOSED,2016-07-20,2016-07-26,Kensington,Graffiti,Graffiti Removal,6,6
CLOSED,2016-08-30,2016-09-09,NA,Roads and Traffic,Road and Footpath Maintenance,10,10
CLOSED,2016-07-18,2016-07-26,Kensington,Parks and Trees,Tree Maintenance Services,8,8
CLOSED,2016-08-08,2016-08-12,NA,"Waste, Street Cleaning and Litter",Missed Bin Collection,4,4
CLOSED,2016-08-15,2016-08-17,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,2,2
CLOSED,2016-07-19,2016-07-19,Southbank,Parking,Parking Compliance Services,0,0
CLOSED,2016-07-14,2016-07-20,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,6,6
CLOSED,2016-07-13,2016-07-15,NA,"Waste, Street Cleaning and Litter",Damaged Bins,2,2
CLOSED,2016-07-22,2016-08-31,West Melbourne,Graffiti,Graffiti Removal,40,40
CLOSED,2016-07-14,2016-08-08,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,25,25
CLOSED,2016-07-04,2016-07-04,NA,Parking,Parking Compliance Services,0,0
CLOSED,2016-05-30,2016-07-06,NA,Asset maintenance,Street Maintenance,37,37
CLOSED,2016-07-25,2016-07-26,East Melbourne,Parks and Trees,Sport and Playground Facilities,1,1
CLOSED,2016-07-21,2016-08-10,Kensington,Graffiti,Graffiti Removal,20,20
CLOSED,2016-07-18,2016-07-25,NA,Graffiti,Graffiti Removal,7,7
CLOSED,2016-03-10,2016-09-09,Melbourne,Roads and Traffic,Traffic Management,183,183
CLOSED,2016-08-18,2016-08-18,NA,"Waste, Street Cleaning and Litter",Syringe pick-up services,0,0
CLOSED,2016-09-06,2016-09-08,NA,"Waste, Street Cleaning and Litter",Dumped Rubbish,2,2
CLOSED,2016-07-26,2016-07-27,East Melbourne,Parks and Trees,Condition of Assets in Parks,1,1
CLOSED,2016-05-23,2016-07-19,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,57,57
CLOSED,2016-07-12,2016-07-12,NA,"Waste, Street Cleaning and Litter",Street Cleaning services,0,0
CLOSED,2016-08-15,2016-08-16,NA,"Waste, Street Cleaning and Litter",Public Litter Bin,1,1
