request_status,date_received,date_completed,suburb,category,service_desc,days_to_complete
WIP,2016-10-31,,,Roads and Traffic,Traffic Management,9
ACTIONED,2015-12-06,,,Roads and Traffic,Traffic Management,339
CLOSED,2016-11-04,2016-11-08,,Graffiti,Graffiti Removal,4
WIP,2016-10-13,,North Melbourne,Graffiti,Graffiti Removal,27
WIP,2016-11-04,,,"Waste, Street Cleaning and Litter",Syringe pick-up services,5
NEW,2016-07-18,,,Parking,Parking Meter Service,114
WIP,2016-10-19,,,Graffiti,Graffiti Removal,21
WIP,2016-10-28,,,Graffiti,Graffiti Removal,12
WIP,2016-10-28,,,"Waste, Street Cleaning and Litter",Missing Bin,12
WIP,2016-08-29,,,"Waste, Street Cleaning and Litter",Dumped Rubbish,72
NEW,2015-06-30,,,Parking,Parking Meter Service,498
WIP,2016-10-12,,Docklands,Roads and Traffic,Road and Footpath Maintenance,28
WIP,2016-11-05,,,"Waste, Street Cleaning and Litter",Damaged Bins,4
WIP,2016-10-25,,,"Waste, Street Cleaning and Litter",Missing Bin,15
WIP,2016-10-11,,,Roads and Traffic,Traffic Management,29
WIP,2016-11-08,,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
ACTIONED,2015-11-18,,,Parking,Parking Meter Service,357
WIP,2016-11-06,,Carlton,Graffiti,Graffiti Removal,3
REASSIGNED,2016-08-31,,,Asset maintenance,Street Maintenance,70
REASSIGNED,2015-02-03,,,Roads and Traffic,Traffic Management,645
CLOSED,2015-06-23,2016-11-08,,Roads and Traffic,Traffic Management,504
WIP,2016-11-04,,Southbank,"Waste, Street Cleaning and Litter",Missing Bin,5
CLOSED,2016-09-02,2016-09-05,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-08-17,2016-08-24,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,7
CLOSED,2016-07-27,2016-08-08,,"Waste, Street Cleaning and Litter",Syringe pick-up services,12
CLOSED,2016-08-12,2016-08-15,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-07-19,2016-09-06,Melbourne,Graffiti,Graffiti Removal,49
CLOSED,2016-08-05,2016-08-09,,Roads and Traffic,Road and Footpath Maintenance,4
CLOSED,2016-07-21,2016-07-29,,Graffiti,Graffiti Removal,8
CLOSED,2016-06-27,2016-07-18,,Roads and Traffic,Drain Maintenance,21
CLOSED,2016-06-15,2016-07-06,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,21
CLOSED,2016-07-01,2016-07-01,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-06-24,2016-07-12,,Parks and Trees,Tree Maintenance Services,18
CLOSED,2016-06-24,2016-06-29,,Roads and Traffic,Road and Footpath Maintenance,5
CLOSED,2016-08-23,2016-09-06,,Graffiti,Graffiti Removal,14
CLOSED,2016-07-08,2016-07-19,,"Waste, Street Cleaning and Litter",Dumped Rubbish,11
CLOSED,2016-07-06,2016-07-13,,Parks and Trees,Tree Maintenance Services,7
CLOSED,2016-07-18,2016-07-18,Carlton,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-08-06,2016-08-06,,Parking,Parking Meter Service,1
CLOSED,2016-08-16,2016-09-02,Carlton,Graffiti,Graffiti Removal,17
CLOSED,2016-07-12,2016-07-18,,Graffiti,Graffiti Removal,6
CLOSED,2016-06-26,2016-07-11,,Graffiti,Graffiti Removal,15
CLOSED,2016-06-28,2016-07-12,,"Waste, Street Cleaning and Litter",Waste collection services,14
CLOSED,2016-08-26,2016-08-26,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-09-03,2016-09-05,,"Waste, Street Cleaning and Litter",Syringe pick-up services,2
CLOSED,2016-08-24,2016-08-26,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-03-11,2016-07-28,,Roads and Traffic,Traffic Management,139
CLOSED,2016-08-15,2016-08-17,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-06-06,2016-07-06,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,30
CLOSED,2016-06-14,2016-06-28,,Parks and Trees,Tree Maintenance Services,14
CLOSED,2016-06-28,2016-07-04,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,6
CLOSED,2016-08-19,2016-08-22,,Roads and Traffic,Road and Footpath Maintenance,3
CLOSED,2016-08-02,2016-08-08,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
CLOSED,2016-07-08,2016-07-14,,"Waste, Street Cleaning and Litter",Public Litter Bin,6
CLOSED,2016-08-17,2016-08-18,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-06-30,2016-07-04,Kensington,"Waste, Street Cleaning and Litter",Public Litter Bin,4
CLOSED,2016-08-08,2016-08-09,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-08-15,2016-08-16,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-08-01,2016-08-18,,"Waste, Street Cleaning and Litter",Waste collection services,17
CLOSED,2016-08-09,2016-08-16,North Melbourne,Graffiti,Graffiti Removal,7
CLOSED,2016-06-30,2016-07-15,,Roads and Traffic,Drain Maintenance,15
CLOSED,2016-08-02,2016-08-26,,Graffiti,Graffiti Removal,24
CLOSED,2016-08-30,2016-09-02,North Melbourne,Parks and Trees,Tree Maintenance Services,3
CLOSED,2016-06-29,2016-07-06,,Graffiti,Graffiti Removal,7
CLOSED,2016-06-08,2016-07-19,,Graffiti,Graffiti Removal,41
CLOSED,2016-08-22,2016-08-23,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-02-04,2015-02-13,Carlton North,Graffiti,Graffiti Removal,9
CLOSED,2015-02-04,2015-05-13,Carlton,Roads and Traffic,Traffic Management,98
CLOSED,2015-04-02,2015-04-07,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2015-06-26,2015-06-29,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,3
CLOSED,2015-05-01,2015-06-23,Parkville,Roads and Traffic,Road and Footpath Maintenance,53
CLOSED,2015-01-15,2015-01-21,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,6
CLOSED,2015-01-15,2015-01-21,Carlton,Graffiti,Graffiti Removal,6
CLOSED,2015-05-22,2015-08-05,North Melbourne,Parks and Trees,Park Cleaning,75
CLOSED,2015-05-25,2015-07-15,Melbourne,Parks and Trees,Park Cleaning,51
CLOSED,2015-02-18,2015-02-24,Melbourne,Parks and Trees,Tree Maintenance Services,6
CLOSED,2014-11-24,2014-11-26,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-03-21,2015-03-24,West Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
CLOSED,2015-03-03,2015-03-20,East Melbourne,Parks and Trees,Tree Maintenance Services,17
CLOSED,2015-05-05,2015-05-07,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2014-11-24,2014-12-01,North Melbourne,Graffiti,Graffiti Removal,7
CLOSED,2015-03-31,2015-04-10,Carlton,Graffiti,Graffiti Removal,10
CLOSED,2015-03-03,2015-03-10,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,7
CLOSED,2015-07-03,2015-07-10,Melbourne,Parks and Trees,Tree Maintenance Services,7
CLOSED,2014-12-08,2014-12-18,Melbourne,Graffiti,Graffiti Removal,10
CLOSED,2015-07-06,2015-07-27,Melbourne,Parks and Trees,Condition of Assets in Parks,21
CLOSED,2014-12-09,2015-01-09,East Melbourne,Parks and Trees,Lawns and Irrigation,31
CLOSED,2015-02-06,2015-02-10,East Melbourne,Parks and Trees,Lawns and Irrigation,4
CLOSED,2015-02-26,2015-02-28,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,2
CLOSED,2015-05-08,2015-06-04,Melbourne,Parks and Trees,Park Cleaning,27
CLOSED,2015-03-19,2015-04-21,Docklands,Parks and Trees,Lawns and Irrigation,33
CLOSED,2015-04-23,2015-04-28,North Melbourne,Graffiti,Graffiti Removal,5
CLOSED,2015-07-01,2015-09-07,North Melbourne,Parks and Trees,Park Cleaning,68
CLOSED,2015-07-01,2015-07-10,Melbourne,Graffiti,Graffiti Removal,9
CLOSED,2015-07-09,2015-07-30,Kensington,Parks and Trees,Park Cleaning,21
CLOSED,2015-03-20,2015-03-23,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2014-12-02,2014-12-05,West Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,3
CLOSED,2015-02-20,2015-02-23,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-01-08,2015-01-10,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-01-09,2015-01-12,Southbank,"Waste, Street Cleaning and Litter",Syringe pick-up services,3
CLOSED,2015-10-07,2015-10-12,North Melbourne,Parks and Trees,Tree Maintenance Services,5
CLOSED,2015-08-05,2015-08-25,West Melbourne,Graffiti,Graffiti Removal,20
CLOSED,2015-09-30,2015-10-08,Parkville,Parks and Trees,Tree Maintenance Services,8
CLOSED,2016-05-12,2016-05-17,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
CLOSED,2015-01-06,2015-01-09,Parkville,Parks and Trees,Lawns and Irrigation,3
CLOSED,2016-01-19,2016-01-21,Carlton,Graffiti,Graffiti Removal,2
CLOSED,2015-11-20,2015-12-01,Melbourne,Graffiti,Graffiti Removal,11
CLOSED,2015-09-09,2015-09-30,South Yarra,Parks and Trees,Condition of Assets in Parks,21
CLOSED,2015-11-20,2015-11-24,Parkville,Parks and Trees,Condition of Assets in Parks,4
CLOSED,2015-11-26,2015-11-27,Kensington,Parks and Trees,Tree Maintenance Services,1
CLOSED,2015-09-21,2015-11-12,Carlton,Parks and Trees,Park Cleaning,52
CLOSED,2016-03-11,2016-03-14,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-02-25,2015-02-25,Melbourne,Graffiti,Graffiti Removal,1
CLOSED,2015-11-03,2015-11-06,Southbank,"Waste, Street Cleaning and Litter",Street Cleaning services,3
CLOSED,2016-05-05,2016-05-08,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-05-01,2015-05-19,,"Waste, Street Cleaning and Litter",Waste collection services,18
CLOSED,2015-05-01,2015-05-05,,Roads and Traffic,Road and Footpath Maintenance,4
CLOSED,2015-06-02,2015-06-24,,Roads and Traffic,Traffic Management,22
CLOSED,2015-04-15,2015-04-16,,"Waste, Street Cleaning and Litter",Public Litter Bin,1
CLOSED,2015-07-06,2015-07-10,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-04-24,2015-05-20,,Graffiti,Graffiti Removal,26
CLOSED,2015-05-12,2016-06-16,,Parking,Parking Meter Service,401
CLOSED,2015-05-20,2015-05-22,,"Waste, Street Cleaning and Litter",Waste Compactor,2
CLOSED,2015-05-21,2015-06-01,,Parks and Trees,Tree Maintenance Services,11
CLOSED,2015-05-05,2015-05-12,,Graffiti,Graffiti Removal,7
CLOSED,2015-05-14,2015-05-15,,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-05-13,2015-05-14,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2015-05-13,2015-05-14,,Asset maintenance,Street Lighting Maintenance,1
CLOSED,2015-04-23,2016-06-06,,Parking,Parking Meter Service,410
CLOSED,2015-06-20,2015-06-21,,Parking,Parking Compliance Services,1
CLOSED,2015-04-17,2015-04-21,,Roads and Traffic,Road and Footpath Maintenance,4
CLOSED,2015-06-01,2015-06-04,,Asset maintenance,Street Lighting Maintenance,3
CLOSED,2015-07-30,2015-07-30,,"Waste, Street Cleaning and Litter",Waste Compactor,1
CLOSED,2015-04-25,2015-05-07,,"Waste, Street Cleaning and Litter",Syringe pick-up services,12
CLOSED,2015-09-02,2015-09-09,,Roads and Traffic,Road and Footpath Maintenance,7
CLOSED,2015-06-06,2015-06-15,,"Waste, Street Cleaning and Litter",Dumped Rubbish,9
CLOSED,2015-05-26,2015-06-01,,"Waste, Street Cleaning and Litter",Public Litter Bin,6
CLOSED,2015-06-28,2015-06-28,,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
CLOSED,2016-05-11,2016-05-17,West Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
CLOSED,2015-10-26,2015-11-24,,Parks and Trees,Tree Maintenance Services,29
CLOSED,2015-10-01,2015-10-05,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-11-18,2015-12-02,,Roads and Traffic,Road and Footpath Maintenance,14
CLOSED,2014-12-02,2014-12-09,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7
CLOSED,2016-02-03,2016-02-04,,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2015-10-03,2015-10-07,,"Waste, Street Cleaning and Litter",Damaged Bins,4
CLOSED,2015-11-24,2015-11-24,,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-01-07,2016-01-07,,Parking,Parking Compliance Services,1
CLOSED,2015-11-05,2015-11-16,,Roads and Traffic,Road and Footpath Maintenance,11
CLOSED,2015-06-04,2015-06-16,Parkville,Graffiti,Graffiti Removal,12
CLOSED,2016-05-02,2016-05-05,,"Waste, Street Cleaning and Litter",Syringe pick-up services,3
CLOSED,2015-11-06,2015-12-03,,Parks and Trees,Tree Maintenance Services,27
CLOSED,2015-10-25,2015-10-27,,"Waste, Street Cleaning and Litter",Damaged Bins,2
CLOSED,2015-06-21,2015-07-03,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,12
CLOSED,2016-03-08,2016-06-24,,Parking,Parking Meter Service,108
CLOSED,2016-03-10,2016-03-30,,"Waste, Street Cleaning and Litter",Waste collection services,20
CLOSED,2016-06-23,2016-06-24,Melbourne,Parks and Trees,Lawns and Irrigation,1
CLOSED,2015-08-15,2015-09-03,South Yarra,Graffiti,Graffiti Removal,19
CLOSED,2015-11-05,2015-11-09,,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
CLOSED,2015-04-13,2015-04-20,East Melbourne,Parks and Trees,Condition of Assets in Parks,7
CLOSED,2015-11-24,2015-11-27,,"Waste, Street Cleaning and Litter",Dumped Rubbish,3
CLOSED,2016-04-01,2016-04-08,Port Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7
CLOSED,2016-04-15,2016-04-18,Carlton,Graffiti,Graffiti Removal,3
CLOSED,2016-05-15,2016-05-24,Parkville,Parks and Trees,Tree Maintenance Services,9
CLOSED,2016-05-27,2016-06-09,Kensington,Graffiti,Graffiti Removal,13
CLOSED,2016-04-20,2016-04-22,Melbourne,"Waste, Street Cleaning and Litter",Syringe pick-up services,2
CLOSED,2016-03-23,2016-03-31,Melbourne,Parks and Trees,Tree Maintenance Services,8
CLOSED,2016-03-29,2016-03-30,Carlton,Parks and Trees,Sport and Playground Facilities,1
CLOSED,2016-06-03,2016-06-22,Kensington,Graffiti,Graffiti Removal,19
CLOSED,2015-12-23,2016-01-12,,Graffiti,Graffiti Removal,20
CLOSED,2016-05-07,2016-05-23,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,16
CLOSED,2016-02-26,2016-02-29,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-04-19,2016-05-03,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,14
CLOSED,2016-02-16,2016-02-22,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
CLOSED,2015-02-11,2015-02-12,West Melbourne,Parks and Trees,Condition of Assets in Parks,1
CLOSED,2014-12-17,2014-12-23,Melbourne,Parks and Trees,Condition of Assets in Parks,6
CLOSED,2015-01-06,2015-01-08,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-07-02,2015-07-03,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2015-08-12,2015-08-13,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,1
CLOSED,2015-09-03,2015-09-09,Melbourne,Parks and Trees,Condition of Assets in Parks,6
CLOSED,2015-09-09,2015-09-29,Carlton,Parks and Trees,Lawns and Irrigation,20
CLOSED,2015-11-18,2015-11-20,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,2
CLOSED,2016-03-03,2016-03-22,Melbourne,Graffiti,Graffiti Removal,19
CLOSED,2015-10-05,2015-10-21,North Melbourne,Graffiti,Graffiti Removal,16
CLOSED,2015-07-07,2015-10-09,West Melbourne,Parks and Trees,Tree Maintenance Services,94
CLOSED,2014-12-02,2014-12-09,Carlton North,Parks and Trees,Condition of Assets in Parks,7
CLOSED,2015-05-28,2015-06-01,Carlton,"Waste, Street Cleaning and Litter",Waste collection services,4
CLOSED,2016-02-24,2016-02-24,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,1
CLOSED,2015-06-02,2015-06-03,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-11-23,2015-11-25,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-01-21,2015-01-22,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,1
CLOSED,2015-03-24,2015-03-25,South Wharf,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2015-08-05,2015-08-07,North Melbourne,Asset maintenance,Street Maintenance,2
CLOSED,2015-10-19,2015-10-23,East Melbourne,Parks and Trees,Condition of Assets in Parks,4
CLOSED,2015-09-07,2015-09-22,Carlton,Graffiti,Graffiti Removal,15
CLOSED,2014-11-25,2014-11-28,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
CLOSED,2015-01-30,2015-02-02,Port Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
CLOSED,2015-11-24,2015-11-30,Carlton,"Waste, Street Cleaning and Litter",Waste collection services,6
CLOSED,2015-10-20,2015-11-13,Melbourne,"Waste, Street Cleaning and Litter",Waste collection services,24
CLOSED,2016-03-01,2016-03-02,Melbourne,Parks and Trees,Condition of Assets in Parks,1
CLOSED,2016-06-23,2016-06-24,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
CLOSED,2016-01-14,2016-03-18,North Melbourne,Graffiti,Graffiti Removal,64
CLOSED,2016-02-02,2016-02-05,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
CLOSED,2016-01-04,2016-02-16,Parkville,Graffiti,Graffiti Removal,43
CLOSED,2015-12-04,2015-12-11,Carlton,Parks and Trees,Tree Maintenance Services,7
CLOSED,2016-02-25,2016-02-26,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1
CLOSED,2015-11-27,2015-11-30,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2015-11-30,2015-12-03,Docklands,Graffiti,Graffiti Removal,3
CLOSED,2015-12-15,2016-01-06,Kensington,Parks and Trees,Park Cleaning,22
CLOSED,2016-01-13,2016-01-19,Kensington,Parks and Trees,Tree Maintenance Services,6
CLOSED,2016-01-18,2016-01-20,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2015-12-24,2015-12-31,Carlton,Parks and Trees,Condition of Assets in Parks,7
CLOSED,2016-02-07,2016-02-10,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
CLOSED,2016-02-18,2016-03-08,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,19
CLOSED,2015-12-17,2016-02-16,Carlton,Graffiti,Graffiti Removal,61
CLOSED,2015-12-06,2015-12-08,,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-05-26,2016-06-01,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
CLOSED,2015-12-02,2015-12-15,,Asset maintenance,Street Maintenance,13
CLOSED,2016-02-23,2016-02-29,West Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,6
CLOSED,2016-04-26,2016-04-28,Parkville,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
CLOSED,2015-12-02,2015-12-21,,"Waste, Street Cleaning and Litter",Dumped Rubbish,19
CLOSED,2015-09-01,2015-09-08,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,7
CLOSED,2015-12-02,2015-12-08,,Roads and Traffic,Traffic Management,6
CLOSED,2016-05-12,2016-05-13,West Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1
CLOSED,2016-06-03,2016-06-10,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7
CLOSED,2015-12-04,2015-12-08,,Roads and Traffic,Road and Footpath Maintenance,4
CLOSED,2016-04-19,2016-05-13,Parkville,Parks and Trees,Condition of Assets in Parks,24
CLOSED,2016-06-21,2016-06-27,Melbourne,Parks and Trees,Lawns and Irrigation,6
CLOSED,2016-06-14,2016-06-16,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
CLOSED,2016-04-26,2016-05-02,Melbourne,Graffiti,Graffiti Removal,6
CLOSED,2016-04-26,2016-04-28,North Melbourne,Roads and Traffic,Road and Footpath Maintenance,2
CLOSED,2016-04-26,2016-05-02,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
CLOSED,2015-12-08,2015-12-09,,Graffiti,Graffiti Removal,1
CLOSED,2015-11-30,2015-12-31,,Parks and Trees,Tree Maintenance Services,31
CLOSED,2016-03-30,2016-04-22,Carlton,Graffiti,Graffiti Removal,23
CLOSED,2015-12-02,2015-12-07,,Parks and Trees,Tree Maintenance Services,5
CLOSED,2016-04-11,2016-04-18,Carlton,Graffiti,Graffiti Removal,7
CLOSED,2016-04-13,2016-04-19,West Melbourne,Parks and Trees,Tree Maintenance Services,6
CLOSED,2016-05-18,2016-05-25,Parkville,Graffiti,Graffiti Removal,7
CLOSED,2015-12-07,2015-12-11,,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
CLOSED,2015-11-24,2015-11-27,Southbank,Graffiti,Graffiti Removal,3
CLOSED,2015-08-07,2015-08-18,Kensington,Parks and Trees,Tree Maintenance Services,11
CLOSED,2015-06-21,2015-07-06,North Melbourne,Graffiti,Graffiti Removal,15
